,Title,director,actors,Genre,id,Image_url,Average_vote,Runtime,imdb_link,combo
1006,no country for old men ‡,"Joel and Ethan Coen (directors/screenplay); Tommy Lee Jones, Javier Bardem, Josh Brolin, Woody Harrelson, Kelly Macdonald, Garret Dillahunt, Tess Harper, Barry Corbin, Stephen Root, Rodger Boyce, Beth Grant, Ana Reeder",Tommy Lee Jones Javier Bardem Josh Brolin,Western  Crime,6977,https://image.tmdb.org/t/p/w500//bj1v6YKF8yHqA489VFfnQvOJpnc.jpg,7.927,122min,https://www.imdb.com/title/tt0477348,"western crime thriller joel and ethan coen (directors/screenplay); tommy lee jones, javier bardem, josh brolin, woody harrelson, kelly macdonald, garret dillahunt, te harper, barry corbin, stephen root, rodger boyce, beth grant, ana reeder tommy lee jones javier bardem josh brolin"
1007,p2,Franck Khalfoun,Rachel Nichols Wes Bentley Simon Reynolds,Horror  Thriller,13474,https://image.tmdb.org/t/p/w500//3mTtQSKoFNyvhbcqBUJl8tPRqMz.jpg,6.156,98min,https://www.imdb.com/title/tt0804516,horror thriller franck khalfoun rachel nichols wes bentley simon reynolds
1008,southland tales,Richard Kelly,Dwayne Johnson Seann William Scott Sarah Michelle Gellar,Sci-Fi  Comedy,4723,https://image.tmdb.org/t/p/w500//7dbIDQ80z4bxiDlAvxRwc5TI44C.jpg,5.095,145min,https://www.imdb.com/title/tt0405336,sci-fi comedy thriller richard kelly dwayne johnson seann william scott sarah michelle gellar
1009,beowulf,Robert Zemeckis,Ray Winstone Anthony Hopkins John Malkovich,Fantasy  Action,2310,https://image.tmdb.org/t/p/w500//iRGPYzbmDgmk7mBLwtq52AtGhS4.jpg,5.855,115min,https://www.imdb.com/title/tt0442933,fantasy action robert zemeckis ray winstone anthony hopkins john malkovich
1010,love in the time of cholera,Mike Newell,Javier Bardem Giovanna Mezzogiorno Benjamin Bratt,Drama,6639,https://image.tmdb.org/t/p/w500//7y5VuS218Nqc8eVdeuOrlYWWD0D.jpg,6.623,139min,https://www.imdb.com/title/tt0484740,drama mike newell javier bardem giovanna mezzogiorno benjamin bratt
1011,margot at the wedding,Noah Baumbach,Nicole Kidman Jennifer Jason Leigh Jack Black,Drama,13998,https://image.tmdb.org/t/p/w500//kIT4H088qeCzlGaLRVx5CGIIp30.jpg,5.9,91min,https://www.imdb.com/title/tt0757361,drama noah baumbach nicole kidman jennifer jason leigh jack black
1012,august rush,Kirsten Sheridan,Freddie Highmore Keri Russell Jonathan Rhys Meyers,Musical  Drama,5123,https://image.tmdb.org/t/p/w500//oA6ZeICPINiS6YtD5WZeBaGVmuT.jpg,7.395,114min,https://www.imdb.com/title/tt0426931,musical drama kirsten sheridan freddie highmore keri russell jonathan rhys meyers
1013,enchanted,Kevin Lima,Amy Adams Patrick Dempsey James Marsden,Musical  Fantasy,4523,https://image.tmdb.org/t/p/w500//8KCNzCArLlvLdQoHx6npua2VSVc.jpg,6.768,107min,https://www.imdb.com/title/tt0461770,musical fantasy romance comedy kevin lima amy adam patrick dempsey james marsden
1014,hitman,Xavier Gens,Timothy Olyphant Dougray Scott Robert Knepper,Action  Thriller,249070,https://image.tmdb.org/t/p/w500//52NXkgvzRYjRnqRPpqjpiwsIgRG.jpg,5.8,96min,https://www.imdb.com/title/tt2679042,action thriller xavier gen timothy olyphant dougray scott robert knepper
1015,i'm not there,Todd Haynes,Christian Bale Cate Blanchett Marcus Carl Franklin,Musical  Drama,3902,https://image.tmdb.org/t/p/w500//bucgvB7gQqcl1m71efHkenfIMTj.jpg,6.595,135min,https://www.imdb.com/title/tt0368794,musical drama todd haynes christian bale cate blanchett marcus carl franklin
1016,the mist,Frank Darabont,Thomas Jane Marcia Gay Harden Laurie Holden,Sci-Fi  Horror,5876,https://image.tmdb.org/t/p/w500//1CvJ6diBACKPVGOpcWuY4XPQdqX.jpg,6.866,126min,https://www.imdb.com/title/tt0884328,sci-fi horror frank darabont thomas jane marcia gay harden laurie holden
1017,this christmas,Preston A. Whitmore II,Delroy Lindo Idris Elba Loretta Devine,Romance  Musical,15250,https://image.tmdb.org/t/p/w500//dBuLAw4mRlO83LPA2s4zOlVesUe.jpg,6.5,117min,https://www.imdb.com/title/tt0937375,romance musical comedy drama preston a. whitmore ii delroy lindo idris elba loretta devine
1018,the savages,Tamara Jenkins,Laura Linney Philip Seymour Hoffman Philip Bosco,Comedy  Drama,8272,https://image.tmdb.org/t/p/w500//nY54gSmTOmSXlQpWDB7DWp4u8a7.jpg,6.8,114min,https://www.imdb.com/title/tt0775529,comedy drama tamara jenkins laura linney philip seymour hoffman philip bosco
1019,awake,Joby Harold,Hayden Christensen Jessica Alba Terrence Howard,Thriller,615658,https://image.tmdb.org/t/p/w500//uZkNbB8isWXHMDNoIbqXvmslBMC.jpg,5.965,96min,https://www.imdb.com/title/tt10418662,thriller joby harold hayden christensen jessica alba terrence howard
1020,the diving bell and the butterfly,Julian Schnabel,Mathieu Amalric Emmanuelle Seigner Marie-Josée Croze,Biography  Drama,2013,https://image.tmdb.org/t/p/w500//3MJUo4bCPai5r9zrw7nTS8sVzQ7.jpg,7.579,112min,https://www.imdb.com/title/tt0401383,biography drama julian schnabel mathieu amalric emmanuelle seigner marie-josée croze
1021,juno ‡,Jason Reitman,Elliot Page Michael Cera Jennifer Garner,Coming-of-Age  Comedy,7326,https://image.tmdb.org/t/p/w500//jNIn2tVhpvFD6P9IojldI3mNYcn.jpg,7.04,96min,https://www.imdb.com/title/tt0467406,coming-of-age comedy drama jason reitman elliot page michael cera jennifer garner
1022,the amateurs,Michael Traeger,Jeff Bridges Tim Blake Nelson Joe Pantoliano,Comedy,17035,https://image.tmdb.org/t/p/w500//kj4ZZpyP95ltT4ZF2c6aiyEH5N9.jpg,5.507,96min,https://www.imdb.com/title/tt0405163,comedy michael traeger jeff bridge tim blake nelson joe pantoliano
1023,atonement ‡,Joe Wright,James McAvoy Keira Knightley Saoirse Ronan,Romance  War,4347,https://image.tmdb.org/t/p/w500//hMRIyBjPzxaSXWM06se3OcNjIQa.jpg,7.7,123min,https://www.imdb.com/title/tt0783233,romance war drama joe wright james mcavoy keira knightley saoirse ronan
1024,the golden compass,Chris Weitz,Nicole Kidman Sam Elliott Eva Green,Fantasy  Adventure,2268,https://image.tmdb.org/t/p/w500//lyaS7S4emzEaYUcSnCvyqfJpOcA.jpg,6.035,113min,https://www.imdb.com/title/tt0385752,fantasy adventure chris weitz nicole kidman sam elliott eva green
1025,grace is gone,James C. Strouse,John Cusack Alessandro Nivola Marisa Tomei,Drama,11161,https://image.tmdb.org/t/p/w500//tbBcznJVX1MpyDZ6iSv7inay2oe.jpg,6.561,85min,https://www.imdb.com/title/tt0772168,drama james c. strouse john cusack alessandro nivola marisa tomei
1026,revolver,Guy Ritchie,Jason Statham Ray Liotta Vincent Pastore,Crime  Thriller,10851,https://image.tmdb.org/t/p/w500//cXJYFEIGNxiNTCekP1A68ICzJen.jpg,6.4,111min,https://www.imdb.com/title/tt0365686,crime thriller guy ritchie jason statham ray liotta vincent pastore
1027,the perfect holiday,Lance Rivera,Morris Chestnut Gabrielle Union Charlie Murphy,Comedy,26990,https://image.tmdb.org/t/p/w500//jcTdf8SyKsJNhx1ezDjy6b5dyNg.jpg,5.6,96min,https://www.imdb.com/title/tt0841032,comedy lance rivera morris chestnut gabrielle union charlie murphy
1028,alvin and the chipmunks,Tim Hill,Jason Lee David Cross Cameron Richardson,Musical  Comedy,6477,https://image.tmdb.org/t/p/w500//fONOOf3RmWnCKFwSl9e0z61KlZs.jpg,5.8,92min,https://www.imdb.com/title/tt0952640,musical comedy tim hill jason lee david cross cameron richardson
1029,i am legend,Francis Lawrence,Will Smith Alice Braga Dash Mihok,Action  Thriller,6479,https://image.tmdb.org/t/p/w500//iPDkaSdKk2jRLTM65UOEoKtsIZ8.jpg,7.189,101min,https://www.imdb.com/title/tt0480249,action thriller francis lawrence will smith alice braga dash mihok
1030,the kite runner,Marc Forster,Khalid Abdalla Zekeria Ebrahimi Ahmad Khan Mahmoodzada,Drama,7979,https://image.tmdb.org/t/p/w500//dom2esWWW8C9jS2v7dOhW48LwHh.jpg,7.324,128min,https://www.imdb.com/title/tt0419887,drama marc forster khalid abdalla zekeria ebrahimi ahmad khan mahmoodzada
1031,youth without youth,Francis Ford Coppola,Tim Roth Bruno Ganz Alexandra Maria Lara,Fantasy  Drama,7797,https://image.tmdb.org/t/p/w500//uwcT2WbSmIzthuQmZCD592MH33l.jpg,6.216,125min,https://www.imdb.com/title/tt0481797,fantasy drama francis ford coppola tim roth bruno ganz alexandra maria lara
1032,charlie wilson's war,Mike Nichols,Tom Hanks Julia Roberts Philip Seymour Hoffman,Biography  Comedy,6538,https://image.tmdb.org/t/p/w500//45FghqcdSYRWK7PsHUInaFPNd8l.jpg,6.562,102min,https://www.imdb.com/title/tt0472062,biography comedy drama mike nichols tom hank julia robert philip seymour hoffman
1033,national treasure: book of secrets,Jon Turteltaub,Nicolas Cage Jon Voight Harvey Keitel,Adventure,6637,https://image.tmdb.org/t/p/w500//xxoIBbvmTj1ZttzV439jAvoovTw.jpg,6.297,124min,https://www.imdb.com/title/tt0465234,adventure jon turteltaub nicolas cage jon voight harvey keitel
1034,p.s. i love you,Richard LaGravenese,Hilary Swank Gerard Butler Lisa Kudrow,Romance,6023,https://image.tmdb.org/t/p/w500//bZlRZKBOR6cC8L35BgGoh4hJ63F.jpg,7.184,126min,https://www.imdb.com/title/tt0431308,romance richard lagravenese hilary swank gerard butler lisa kudrow
1035,sweeney todd: the demon barber of fleet street,Tim Burton,Johnny Depp Helena Bonham Carter Alan Rickman,Musical  Period,13885,https://image.tmdb.org/t/p/w500//gAW4J1bkRjZKmFsJsIiOBASeoAp.jpg,7.196,116min,https://www.imdb.com/title/tt0408236,musical period slasher tim burton johnny depp helena bonham carter alan rickman
1036,walk hard: the dewey cox story,Jake Kasdan,John C. Reilly Jenna Fischer Tim Meadows,Comedy,6575,https://image.tmdb.org/t/p/w500//vqIEXsBPWqkuzwtRLSeSFZGYpjN.jpg,6.587,96min,https://www.imdb.com/title/tt0841046,comedy jake kasdan john c. reilly jenna fischer tim meadow
1037,aliens vs. predator: requiem,The Brothers Strause,Steven Pasquale Reiko Aylesworth Johnny Lewis,Sci-Fi  Action,440,https://image.tmdb.org/t/p/w500//jCyJN1vj8jqJJ0vNw4hDH2KlySO.jpg,5.154,94min,https://www.imdb.com/title/tt0758730,sci-fi action the brother strause steven pasquale reiko aylesworth johnny lewis
1038,the bucket list ‡,Rob Reiner,Jack Nicholson Morgan Freeman Sean Hayes,Comedy  Drama,7350,https://image.tmdb.org/t/p/w500//idbNSe8zsYKQL97dJApfOrDSdya.jpg,7.161,97min,https://www.imdb.com/title/tt0825232,comedy drama rob reiner jack nicholson morgan freeman sean hayes
1039,the great debaters,Denzel Washington,Denzel Washington Forest Whitaker Nate Parker,Biography  Drama,14047,https://image.tmdb.org/t/p/w500//nuF3DDlZzNb2qq0tEsYU0zpXf8K.jpg,7.2,126min,https://www.imdb.com/title/tt0427309,biography drama denzel washington denzel washington forest whitaker nate parker
1040,st trinian's,"Oliver Parker, Barnaby Thompson",Rupert Everett Colin Firth Gemma Arterton,Comedy,10748,https://image.tmdb.org/t/p/w500//pn7yL2n5u1NchnmgoqZhvU5SOAj.jpg,5.928,101min,https://www.imdb.com/title/tt0964587,"comedy oliver parker, barnaby thompson rupert everett colin firth gemma arterton"
1041,the water horse: legend of the deep,Jay Russell,Alexander Nathan Etel Emily Watson Ben Chaplin,Family  Fantasy,54318,https://image.tmdb.org/t/p/w500//h9DV6KItNutJmrPzT1xrAO6fIzy.jpg,6.438,112min,https://www.imdb.com/title/tt0760329,family fantasy jay russell alexander nathan etel emily watson ben chaplin
1042,there will be blood ‡,Paul Thomas Anderson,Daniel Day-Lewis Paul Dano Kevin J. O'Connor,Epic  Period,7345,https://image.tmdb.org/t/p/w500//fa0RDkAlCec0STeMNAhPaF89q6U.jpg,8.099,158min,https://www.imdb.com/title/tt0469494,epic period drama paul thomas anderson daniel day-lewis paul dano kevin j. o'connor
1043,the killing of john lennon,Andrew Piddington,Jonas Ball Krisha Fairchild Gunter Stern,Crime  Drama,44054,https://image.tmdb.org/t/p/w500//q5aGAomraqZ48LsOdX9FkB4nM5r.jpg,6.0,114min,https://www.imdb.com/title/tt0881934,crime drama andrew piddington jonas ball krisha fairchild gunter stern
1044,one missed call,Eric Valette,Shannyn Sossamon Edward Burns Ana Claudia Talancón,Horror,6933,https://image.tmdb.org/t/p/w500//9pIvQaQV0sMHx7d3Ys9qTK9YqTZ.jpg,5.442,87min,https://www.imdb.com/title/tt0479968,horror eric valette shannyn sossamon edward burn ana claudia talancón
1045,a bloody aria,Won Shin-yun,Han Suk-kyu Lee Moon-sik Oh Dal-su,Black comedy,57270,https://image.tmdb.org/t/p/w500//RR0bnpaQ3LnNVHDvB1GWsIl2GQ.jpg,5.8,115min,https://www.imdb.com/title/tt0821462,black comedy won shin-yun han suk-kyu lee moon-sik oh dal-su
1046,the business of being born,Abby Epstein,Unknown,Documentary,18218,https://image.tmdb.org/t/p/w500//39IEAvj5u0gitcGgo0HylPAfuWS.jpg,7.0,87min,https://www.imdb.com/title/tt0995061,documentary abby epstein unknown
1047,first sunday,David E. Talbert,Ice Cube Katt Williams Tracy Morgan,Comedy,14423,https://image.tmdb.org/t/p/w500//9l0sdc7ohLe6TdFsYyCTBnVn1F8.jpg,5.642,96min,https://www.imdb.com/title/tt0486578,comedy david e. talbert ice cube katt williams tracy morgan
1048,in the name of the king,Uwe Boll,Jason Statham Leelee Sobieski Ron Perlman,Action  Fantasy,80410,https://image.tmdb.org/t/p/w500//kM9hjeGLtPZi9ExuBVwIFYrQbx0.jpg,3.99,96min,https://www.imdb.com/title/tt1767319,action fantasy uwe boll jason statham leelee sobieski ron perlman
1049,the pirates who don't do anything: a veggietales movie,Mike Nawrocki,Phil Vischer Mike Nawrocki Cam Clarke,Family  Adventure,15511,https://image.tmdb.org/t/p/w500//lOG2rEdFY74AJOg3Fwd8RXS2LMf.jpg,5.6,86min,https://www.imdb.com/title/tt0475998,family adventure comedy mike nawrocki phil vischer mike nawrocki cam clarke
1050,27 dresses,Anne Fletcher,Katherine Heigl James Marsden Malin Åkerman,Romance  Comedy,6557,https://image.tmdb.org/t/p/w500//l8XkZAkrmFpxHr7oRoFoDutUtsZ.jpg,6.397,111min,https://www.imdb.com/title/tt0988595,romance comedy anne fletcher katherine heigl james marsden malin åkerman
1051,cassandra's dream,Woody Allen,Hayley Atwell Colin Farrell Sally Hawkins,Drama  Thriller,4787,https://image.tmdb.org/t/p/w500//hydGWxW9VvRXMwpwFacl7XVtoeR.jpg,6.236,108min,https://www.imdb.com/title/tt0795493,drama thriller woody allen hayley atwell colin farrell sally hawkins
1052,cloverfield,Matt Reeves,Michael Stahl-David Mike Vogel Odette Yustman,Monster,7191,https://image.tmdb.org/t/p/w500//qIegUGJqyMMCRjkKV1s7A9MqdJ8.jpg,6.649,85min,https://www.imdb.com/title/tt1060277,monster matt reef michael stahl-david mike vogel odette yustman
1053,mad money,Callie Khouri,Diane Keaton Queen Latifah Katie Holmes,Comedy  Crime,12085,https://image.tmdb.org/t/p/w500//le0r7Hf7YOy3QFdOoYXRI29T1mW.jpg,6.477,104min,https://www.imdb.com/title/tt0951216,comedy crime callie khouri diane keaton queen latifah katie holmes
1054,teeth,Mitchell Lichtenstein,Jess Weixler John Hensley Josh Pais,Horror  Comedy,669671,https://image.tmdb.org/t/p/w500//4niEFGAUEz3GUqwk9Y2y4aAERhE.jpg,6.539,107min,https://www.imdb.com/title/tt10763820,horror comedy mitchell lichtenstein jess weixler john hensley josh pais
1055,how she move,Ian Iqbal Rashid,Rutina Wesley Dwain Murphy Clé Bennett,Drama,16988,https://image.tmdb.org/t/p/w500//xbQnpPZZXfuYcYs4n1AgH0Tjgi6.jpg,4.1,94min,https://www.imdb.com/title/tt0770810,drama ian iqbal rashid rutina wesley dwain murphy clé bennett
1056,meet the spartans,"Jason Friedberg, Aaron Seltzer (directors/screenplay); Sean Maguire, Kevin Sorbo, Carmen Electra, Ken Davitian, Diedrich Bader, Travis Van Winkle, Jareb Dauplaise, Nicole Parker, Ike Barinholtz, Hunter Clary, Phil Morris, Method Man, Ryan Fraley, Tiffany Claus, Nick Steele, Tony Yalda, Christopher Lett, Jim Piddock, Nate Haden, Crista Flanagan, Thomas McKenna, Jesse Lewis IV, Jenny Costa, Belinda Waymouth, Dean Cochran, Emily Wilson, John Di Domenico, Jim Nieb, Tiffany Haddish, Zachary Dylan Smith, Robin Atkin Downes",Sean Maguire Kevin Sorbo Carmen Electra,Comedy  Parody,7278,https://image.tmdb.org/t/p/w500//DWQOjAPvM8Kk1Qp3Xq0zae0Z6w.jpg,4.023,84min,https://www.imdb.com/title/tt1073498,"comedy parody jason friedberg, aaron seltzer (directors/screenplay); sean maguire, kevin sorbo, carmen electra, ken davitian, diedrich bader, travis van winkle, jareb dauplaise, nicole parker, ike barinholtz, hunter clary, phil morris, method man, ryan fraley, tiffany claus, nick steele, tony yalda, christopher lett, jim piddock, nate haden, crista flanagan, thomas mckenna, jesse lewis iv, jenny costa, belinda waymouth, dean cochran, emily wilson, john di domenico, jim nieb, tiffany haddish, zachary dylan smith, robin atkin downes sean maguire kevin sorbo carmen electra"
1057,minutemen,Lev L. Spiro,Jason Dolley Luke Benward Nicholas Braun,Adventure  Comedy,22371,https://image.tmdb.org/t/p/w500//2y00QZiT3XUGwIxQxY5WLvvd1Y6.jpg,5.7,91min,https://www.imdb.com/title/tt1072755,adventure comedy family lev l. spiro jason dolley luke benward nicholas braun
1058,rambo,Sylvester Stallone,Sylvester Stallone Julie Benz Paul Schulze,Action,660334,https://image.tmdb.org/t/p/w500//eqQKKFNToX8nrmKOxMccpUjbAoY.jpg,5.3,87min,https://www.imdb.com/title/tt10951972,action sylvester stallone sylvester stallone julie benz paul schulze
1059,untraceable,Gregory Hoblit,Diane Lane Colin Hanks Billy Burke,Crime  Thriller,8090,https://image.tmdb.org/t/p/w500//ySUwDRDEn01lKIMPQorpFCMLWqE.jpg,6.172,101min,https://www.imdb.com/title/tt0880578,crime thriller gregory hoblit diane lane colin hank billy burke
1060,the eye,"David Moreau, Xavier Palud",Jessica Alba Parker Posey Alessandro Nivola,Thriller  Horror,9030,https://image.tmdb.org/t/p/w500//9N3znJ8sHH2EQjARCrUpxMj3hWd.jpg,5.766,98min,https://www.imdb.com/title/tt0406759,"thriller horror david moreau, xavier palud jessica alba parker posey alessandro nivola"
1061,hannah montana and miley cyrus: best of both worlds concert,Bruce Hendricks,Bruce Hendricks (director); Miley Cyrus Candice Accola Jonas Brothers,Concert,253353,https://image.tmdb.org/t/p/w500//wrI1LW6RkiClbEV6wKu19spxhQF.jpg,6.0,82min,https://www.imdb.com/title/tt1127884,concert bruce hendricks bruce hendricks (director); miley cyrus candice accola jonas brother
1062,over her dead body,Jeff Lowell,Eva Longoria Parker Paul Rudd Lake Bell,Romance  Comedy,13160,https://image.tmdb.org/t/p/w500//85moNqAncGlJXEwt4Ja3DfNbiQY.jpg,5.536,95min,https://www.imdb.com/title/tt0785007,romance comedy jeff lowell eva longoria parker paul rudd lake bell
1063,strange wilderness,Fred Wolf,Steve Zahn Allen Covert Jonah Hill,Comedy  Adventure,14220,https://image.tmdb.org/t/p/w500//eDEKfmeQ5ZhdKqtig97L5gyi7NR.jpg,4.894,87min,https://www.imdb.com/title/tt0489282,comedy adventure fred wolf steve zahn allen covert jonah hill
1064,how to rob a bank ‡,Andrews Jenkins,Nick Stahl Erika Christensen Gavin Rossdale,Drama,13534,https://image.tmdb.org/t/p/w500//qVpBw3fzO9KcYGAAsSfiI2QU16O.jpg,6.148,81min,https://www.imdb.com/title/tt0762104,drama andrew jenkins nick stahl erika christensen gavin rossdale
1065,fool's gold,Andy Tennant,Kate Hudson Matthew McConaughey Donald Sutherland,Adventure  Romance,8676,https://image.tmdb.org/t/p/w500//5pIqVNmWJ87K5dk9tE01o6gknZJ.jpg,5.691,112min,https://www.imdb.com/title/tt0770752,adventure romance andy tennant kate hudson matthew mcconaughey donald sutherland
1066,in bruges ‡,Martin McDonagh,Colin Farrell Brendan Gleeson Ralph Fiennes,Black Comedy ,8321,https://image.tmdb.org/t/p/w500//bhrLCzZnZDIPYnoymRki8lUjB2y.jpg,7.467,108min,https://www.imdb.com/title/tt0780536,black comedy crime martin mcdonagh colin farrell brendan gleeson ralph fiennes
1067,welcome home roscoe jenkins,Malcolm D. Lee,Martin Lawrence Margaret Avery Joy Bryant,Comedy,13490,https://image.tmdb.org/t/p/w500//mmmQUpNfOnNhgkd67WweWzK9dLs.jpg,6.076,114min,https://www.imdb.com/title/tt0494652,comedy malcolm d. lee martin lawrence margaret avery joy bryant
1068,wild west comedy show: 30 days and 30 nights – hollywood to the heartland,Ari Sandel,Ari Sandel (director); Ahmed Ahmed Sean Fitzgerald Peter Billingsley,Comedy  Documentary,32666,https://image.tmdb.org/t/p/w500//3wC87PJ84NAg18Mwy9ZDN7TlCHR.jpg,5.8,100min,https://www.imdb.com/title/tt0844768,comedy documentary ari sandel ari sandel (director); ahmed ahmed sean fitzgerald peter billingsley
1069,bernard and doris,Bob Balaban,Susan Sarandon Ralph Fiennes Peter Asher,Biography  Comedy,38163,https://image.tmdb.org/t/p/w500//nEss2KQDSB9pvTVhuxIidsFBxig.jpg,6.1,103min,https://www.imdb.com/title/tt0470732,biography comedy drama bob balaban susan sarandon ralph fiennes peter asher
